Date,Adj Close
2010-12-06,67100
2010-12-07,66500
2010-12-08,65400
2010-12-09,66100
2010-12-10,65300
2010-12-13,64600
2010-12-14,64300
2010-12-15,67700
2010-12-16,66000
2010-12-17,66800
2010-12-20,67900
2010-12-21,70700
2010-12-22,69400
2010-12-23,70000
2010-12-24,70200
2010-12-27,68800
2010-12-28,68600
2010-12-29,69800
2010-12-30,65200
2011-01-03,65800
2011-01-04,66700
2011-01-05,65500
2011-01-06,65000
2011-01-07,65200
2011-01-10,67400
2011-01-11,67900
2011-01-12,71200
2011-01-13,71100
2011-01-14,69600
2011-01-17,71200
2011-01-18,73100
2011-01-19,74000
2011-01-20,75100
2011-01-21,74200
2011-01-24,77500
2011-01-25,77800
2011-01-26,77500
2011-01-27,81700
2011-01-28,83300
2011-01-31,83300
2011-02-01,78800
2011-02-07,77000
2011-02-08,77900
2011-02-09,77000
2011-02-10,75400
2011-02-11,76200
2011-02-14,75700
2011-02-15,78300
2011-02-16,76400
2011-02-17,74100
2011-02-18,75800
2011-02-21,78500
2011-02-22,76500
2011-02-23,76400
2011-02-24,71900
2011-02-25,72900
2011-02-28,69500
2011-03-02,68400
2011-03-03,71800
2011-03-04,73300
2011-03-07,74000
2011-03-08,76000
2011-03-09,77400
2011-03-10,79000
2011-03-11,77000
2011-03-14,83400
2011-03-15,82700
2011-03-16,80700
2011-03-17,82600
2011-03-18,84000
2011-03-21,86000
2011-03-22,93000
2011-03-23,91500
2011-03-24,93400
2011-03-25,91100
2011-03-28,92700
2011-03-29,97000
2011-03-30,94600
2011-03-31,93400
2011-04-01,95000
2011-04-04,87900
2011-04-05,89800
2011-04-06,93400
2011-04-07,94700
2011-04-08,94700
2011-04-11,94000
2011-04-12,92000
2011-04-13,91000
2011-04-14,91300
2011-04-15,89900
2011-04-18,96800
2011-04-19,95800
2011-04-20,96400
2011-04-21,103000
2011-04-22,100500
2011-04-25,101000
2011-04-26,98500
2011-04-27,94300
2011-04-28,97100
2011-04-29,89500
2011-05-02,88300
2011-05-03,85800
2011-05-04,87800
2011-05-06,81400
2011-05-09,85300
2011-05-11,87000
2011-05-12,83100
2011-05-13,81500
2011-05-16,83600
2011-05-17,84700
2011-05-18,89200
2011-05-19,86600
2011-05-20,89000
2011-05-23,85100
2011-05-24,86000
2011-05-25,85400
2011-05-26,90300
2011-05-27,91100
2011-05-30,90500
2011-05-31,93000
2011-06-01,93600
2011-06-02,91100
2011-06-03,87900
2011-06-07,82500
2011-06-08,84600
2011-06-09,84600
2011-06-10,84700
2011-06-13,84400
2011-06-14,86100
2011-06-15,88500
2011-06-16,85800
2011-06-17,85800
2011-06-20,81900
2011-06-21,79800
2011-06-22,80700
2011-06-23,77700
2011-06-24,75200
2011-06-27,75000
2011-06-28,75700
2011-06-29,79400
2011-06-30,78100
2011-07-01,80400
2011-07-04,80300
2011-07-05,81400
2011-07-06,83400
2011-07-07,85900
2011-07-08,90000
2011-07-11,88200
2011-07-12,88200
2011-07-13,91200
2011-07-14,92400
2011-07-15,92300
2011-07-18,91100
2011-07-19,88200
2011-07-20,88500
2011-07-21,89300
2011-07-22,93100
2011-07-25,91300
2011-07-26,94500
2011-07-27,94700
2011-07-28,93900
2011-07-29,90600
2011-08-01,92200
2011-08-02,91800
2011-08-03,91300
2011-08-04,83600
2011-08-05,77500
2011-08-08,75100
2011-08-09,72900
2011-08-10,68800
2011-08-11,69300
2011-08-12,67900
2011-08-16,73800
2011-08-17,74800
2011-08-18,73600
2011-08-19,65900
2011-08-22,61200
2011-08-23,66000
2011-08-24,65600
2011-08-25,66600
2011-08-26,67700
2011-08-29,70200
2011-08-30,69500
2011-08-31,72200
2011-09-01,71700
2011-09-02,70000
2011-09-05,63400
2011-09-06,61800
2011-09-07,65100
2011-09-08,65300
2011-09-09,65400
2011-09-14,62600
2011-09-15,65400
2011-09-16,68700
2011-09-19,67700
2011-09-20,67800
2011-09-21,70900
2011-09-22,66000
2011-09-23,60600
2011-09-26,53500
2011-09-27,57600
2011-09-28,55400
2011-09-29,56400
2011-09-30,57500
2011-10-04,51700
2011-10-05,48950
2011-10-06,52700
2011-10-07,55300
2011-10-10,56000
2011-10-11,58200
2011-10-12,60000
2011-10-13,60500
2011-10-14,59500
2011-10-17,62700
2011-10-18,61300
2011-10-19,66000
2011-10-20,59000
2011-10-21,60400
2011-10-24,63100
2011-10-25,62300
2011-10-26,63800
2011-10-27,66900
2011-10-28,66500
2011-10-31,65300
2011-11-01,63900
2011-11-02,62500
2011-11-03,60900
2011-11-04,64300
2011-11-07,63200
2011-11-08,63600
2011-11-09,65000
2011-11-10,60900
2011-11-11,64000
2011-11-14,65100
2011-11-15,63200
2011-11-16,61400
2011-11-17,62200
2011-11-18,60800
2011-11-21,58600
2011-11-22,58500
2011-11-23,56100
2011-11-24,56800
2011-11-25,57100
2011-11-28,57900
2011-11-29,59500
2011-11-30,58000
2011-12-01,61500
2011-12-02,61200
2011-12-05,61800
2011-12-06,61000
2011-12-07,61200
2011-12-08,60100
2011-12-09,58200
2011-12-12,58900
2011-12-13,56400
2011-12-14,55600
2011-12-15,53000
2011-12-16,53300
2011-12-19,50400
2011-12-20,50700
2011-12-21,52200
2011-12-22,51800
2011-12-23,52100
2011-12-26,51800
2011-12-27,51000
2011-12-28,49750
2011-12-29,50700
2012-01-02,51400
2012-01-03,53300
2012-01-04,53400
2012-01-05,53800
2012-01-06,53000
2012-01-09,52400
2012-01-10,53700
2012-01-11,52500
2012-01-12,53500
2012-01-13,52900
2012-01-16,52100
2012-01-17,53900
2012-01-18,56800
2012-01-19,57600
2012-01-20,59500
2012-01-25,58900
2012-01-26,60600
2012-01-27,61600
2012-01-30,61800
2012-01-31,62300
2012-02-01,64300
2012-02-02,66100
2012-02-03,69000
2012-02-06,68600
2012-02-07,68800
2012-02-08,71800
2012-02-09,73800
2012-02-10,73600
2012-02-13,71500
2012-02-14,69900
2012-02-15,70800
2012-02-16,68800
2012-02-17,68500
2012-02-20,68600
2012-02-21,68600
2012-02-22,69600
2012-02-23,68500
2012-02-24,66800
2012-02-27,63600
2012-02-28,64800
2012-02-29,64600
